2.448986986625766860e-01,1.863190274194962970e-01
1.704659917732744834e-01,2.580296737679657615e-01
2.551498610306348058e-01,4.871350668895850777e-01
2.875963989979212765e-01,2.870648086237851948e-01
4.349615159364100814e-01,1.854714659834269530e-01
3.146118261098848068e-01,4.722110986773643826e-01
3.786435775813357107e-02,2.476123516543088932e-01
2.792918215347323097e-02,4.942100288765412519e-01
3.891115500317123277e-01,2.041195642115724018e-01
4.949000983415653421e-01,4.004521266005267588e-01
8.950797780509966994e-02,4.237263314703272887e-01
4.082102228438467817e-01,4.401226088507776413e-01
4.833341703386411781e-01,3.798124023768043034e-01
1.388861455321046545e-01,2.171398942222857453e-01
4.243135240846767076e-01,2.610287731135016442e-01
1.288515911115715729e-01,1.535136238682127674e-01
2.091880118522304044e-01,3.802371539516982701e-01
2.414778825337881574e-01,4.376093044148453570e-01
4.258146264615764731e-01,3.486660758785137815e-01
7.299993171543139869e-02,1.208457595845230381e-02
1.602010642632058501e-01,4.915203188994766714e-01
2.286245310728413083e-01,1.649882786768948617e-01
3.119403573764604753e-01,4.976924717747325810e-01
1.042214351976606945e-01,3.940509820862952983e-01
1.141990919798807624e-02,1.957097695121694514e-01
4.661795172936084031e-01,1.780835794780372128e-02
2.099349556311982945e-01,3.921265889766141211e-01
1.236043957480205679e-01,1.543742021921595819e-02
4.231518564027590412e-01,3.637551165294839461e-01
1.261514184284012186e-01,4.033767920762086900e-01
1.991076401041801947e-01,4.425670047437620380e-01
4.476663552982275696e-01,2.786727873807174904e-01
1.934725776931051078e-02,2.851399942692023348e-02
4.906665732499987387e-02,3.897033946795032122e-01
7.530479490230940209e-02,1.791324283087106228e-01
4.191796419232944326e-01,1.348152419191725460e-01
3.624721506692296646e-03,4.663776540853623032e-01
1.153609936054699747e-01,7.528400674208213239e-02
2.462821531653047180e-01,3.251044819919006734e-01
4.495412271987749842e-01,3.698274924919959239e-01
4.342451139978846797e-01,2.665960160623757624e-01
2.920705248431887391e-01,1.941601549765024082e-01
2.010929036230212352e-01,1.586316735957700730e-01
4.288686702597245826e-01,2.028466890968603220e-01
2.244168854726718010e-01,3.288713191685110893e-03
4.616919166701097810e-01,4.761421840092558977e-01
1.503569930749205086e-01,2.310165257310356490e-01
1.100188073296712865e-01,4.781738312612415776e-03
1.417264177266264191e-02,2.017594072933966975e-01
4.819518734100614599e-01,1.365637572753747309e-02
1.128007073837842267e-01,1.711952192103255999e-01
2.956078589331697648e-01,4.680789218402804930e-01
2.529010007474077337e-01,4.137907734959240802e-01
1.327320317584603226e-01,1.458388737149849956e-01
7.851580772779864770e-03,1.132392090452599143e-01
2.779741809616718129e-01,4.266480151726351200e-01
1.852796483140193295e-01,1.807583487241898323e-02
4.798232771970439292e-01,2.656623645175375525e-01
4.170578191705003879e-01,7.260088725054308911e-02
4.303582353915728631e-01,3.095719762277604481e-02
4.377395412286958498e-01,8.251086945523838923e-02
4.078090898122428976e-01,1.475139168866653194e-01
1.098397246672483396e-01,2.155175443733075014e-01
2.578134766703277236e-02,1.208056857239306336e-01
4.984920579811004115e-01,1.721477832833674393e-01
2.286138748193278225e-01,1.687327913638610455e-01
2.450851509842761899e-01,3.274834970342211382e-01
4.917631429248869868e-02,3.520124376388441001e-01
1.579810692843148234e-01,1.417008606912523172e-02
4.489799442976151744e-01,3.445835941051106355e-01
2.825878390013967234e-01,2.643303481101733077e-01
8.146715292025402677e-02,5.661508855669672435e-02
4.554517164592373213e-01,2.507992723236970312e-01
4.250735275196218521e-01,4.465086459077349246e-01
2.766595567389014687e-01,4.379914062383068463e-01
4.450827860784967727e-01,4.723430555622484817e-01
2.671703808859443585e-02,3.457287651091209835e-01
2.822326886272506496e-01,2.937533030013648183e-01
