1.744870988499302999e-02,7.695875392031368278e-01,-9.909454789496018046e-02
3.124481014354552055e-02,8.672774945947990810e-01,-7.370064024098776923e-02
6.661953963906230847e-02,5.152375902068354607e-01,-9.350838044762109155e-03
1.304601021508514647e-01,9.453532287015257163e-01,-3.087675022123721746e-02
4.510883048297688047e-01,1.482605633132993983e-02,1.423735739135300249e-03
7.454747931686671603e-01,6.149276103162608642e-01,4.606854059411234770e-02
4.427025921814377041e-01,2.199153808936213927e-01,1.758455497223781680e-02
4.608959232532239270e-02,1.638386359729177011e-01,8.480365497426228805e-02
9.091693865873052838e-01,7.470065107698213858e-01,9.593926791161416778e-02
2.556609617516023558e-01,8.492116680614996138e-01,-5.638125463982937569e-02
8.379763842380124617e-01,3.321180794405050873e-01,-7.595479155437656615e-02
7.344259661112345627e-01,2.756553440229325691e-01,-6.629698392161342824e-02
7.695320859793807200e-01,6.660164702105844103e-01,6.472370167183646994e-02
7.700490147155226728e-01,9.381038739185714181e-01,2.844621644961740220e-02
6.188598718931440645e-01,4.318665703223178998e-02,-9.777592710192482828e-03
1.204113050492706671e-01,9.747314323284905768e-02,5.342240954363436378e-02
7.950799960446740533e-01,5.844745675797947682e-01,4.048743465732600882e-02
4.980446402756326663e-01,7.665780942502230522e-01,-6.109610031686846417e-04
1.419898225236839728e-01,4.553661112740525763e-02,2.546106945200822536e-02
3.267287749458285262e-01,2.287408263392739505e-01,5.132470415941512570e-02
4.037483670003878533e-01,1.492432120892143166e-01,2.400872529501679037e-02
2.473330851507241634e-01,6.395184849426858165e-01,-5.480032476622442861e-02
8.905051599704467691e-01,8.400964728424249461e-01,7.945588868855353593e-02
8.885344722683508056e-02,1.468864492954798928e-01,7.665000051810540171e-02
9.550068695867107715e-01,4.806315119793515001e-01,-1.201849232704955278e-02
7.838408371063672053e-01,6.479286146434303229e-01,6.235292769517124939e-02
1.525448968734484101e-01,1.710781417205585742e-01,7.804673258678135328e-02
9.686725926270000064e-01,6.634878978186528053e-01,8.517252834984943843e-02
2.109645410215487127e-01,6.692939789495133684e-01,-6.890959920836092767e-02
6.262833535729761536e-01,9.571380381425584893e-01,1.028092948484255961e-02
4.468255907564845364e-01,4.795520100579030442e-01,2.130422606482071466e-03
6.877527162828640517e-01,8.741646391823386653e-01,3.953731090065779746e-02
6.358762175173799935e-01,2.638383656714737846e-01,-4.124575897671411973e-02
5.327327360618651086e-01,9.688986965423393993e-01,1.993229708790976006e-03
7.518373685225298031e-01,5.729378720476938636e-01,3.146303409825607772e-02
4.022499737539071418e-01,9.531170051128112775e-02,1.703997003659071460e-02
6.158188001546750501e-01,3.612687935174445641e-01,-2.723930845078275167e-02
2.203230113169907245e-02,7.497791771492383628e-01,-9.976045329878646672e-02
4.164398334664819457e-01,3.363724165377943720e-01,2.222214442643008492e-02
6.468190364838964923e-01,4.215022836876625156e-02,-1.164966421790315093e-02
4.249091222254163247e-01,3.193719857146026797e-01,2.118698926574258748e-02
8.971465785735059928e-01,9.538632682366969817e-01,2.710497697532990302e-02
9.814292158458082227e-02,5.970114357648863557e-01,-5.454941844873334444e-02
4.369974601597742536e-01,6.757748272281506319e-01,-1.756387348051555164e-02
6.127324217642804438e-02,2.686161645029492284e-01,9.748230196171095430e-02
7.031982401730194621e-01,8.465937158107815774e-01,4.894655854807428152e-02
9.680048954317421739e-01,1.055042321138045525e-01,-6.123010984474000495e-02
3.545689828475673266e-01,4.415848154559827154e-01,1.583075191909339915e-02
4.733369675866649917e-01,5.726476356764592657e-01,-3.687783647274425931e-03
1.750705726016772434e-01,8.409714433697805802e-01,-7.170084527666958918e-02
5.066920310200138111e-01,8.826673925636773221e-01,1.413176629810274391e-03
1.683715369809157814e-03,8.863612014861121935e-02,5.285643380462288349e-02
4.079635832377394022e-01,4.467473599407689733e-01,9.363285807444002989e-03
3.143932396684138153e-01,6.386936257092447056e-01,-4.213610410257270789e-02
3.916956428093432141e-01,2.172438436780144144e-01,3.266779189893413010e-02
3.827503158818268414e-01,7.936922295929367266e-01,-3.465937344229851058e-02
5.268141673211512721e-02,1.346089759427788746e-01,7.382564009628572732e-02
8.456253702494587188e-04,5.257226951917246538e-01,-1.609171917004337260e-02
4.594807620814209681e-01,1.804814552611292422e-01,1.150320841721061936e-02
1.338919184086549974e-01,6.145665774828965588e-01,-6.017985748977038724e-02
9.726721252580861066e-02,7.781705104073066703e-01,-9.387744765143722636e-02
4.412694931233502871e-01,9.823817680315923839e-01,-2.026756387693279607e-03
9.693195600466202322e-01,7.834761759821194937e-01,9.734214181226533147e-02
5.149040511434684886e-01,6.809166187955862926e-01,4.246482012049492688e-03
7.722587766467026160e-01,1.291934978396513944e-01,-5.475892163462056650e-02
2.642021426467551226e-01,1.699951892545250587e-01,5.913782792531150495e-02
6.523792984268476092e-01,6.997632293173883244e-02,-1.960680444812240575e-02
