1.463276952296965749e-02,9.299926412209025273e-01,2.450492936327763327e-01
4.581781160034142930e-01,8.907279454370777838e-01,1.626564307257431785e-01
3.193203290765258551e-01,8.202772546631065254e-01,1.909847058542465947e-01
3.325048929782181695e-01,9.628212265182459761e-01,1.758986225790448166e-01
4.604104344491758427e-01,6.870815959407498008e-01,2.186628839516805145e-01
6.674312431938712598e-01,8.811795041642129789e-01,1.818023568321453232e-01
9.248690112909035976e-01,7.525894519996787491e-01,2.007244979367794335e-01
5.978760950065410418e-01,1.476477195121199681e-01,1.755095012841749180e-01
8.371598381329881100e-02,4.204181425944507611e-01,1.620529899532470453e-01
3.919927084009157126e-01,4.580799913365884990e-02,1.626793686616864743e-01
6.290845648646603561e-02,6.185717179835649171e-01,1.660798283635120387e-01
8.604393994046233285e-02,8.269461821945123248e-01,2.199278348968562447e-01
2.492401465132523253e-01,1.665118241345040495e-01,2.001195581275548308e-01
4.539887852477427765e-01,3.157106946990141383e-01,2.192295610051037957e-01
9.877799264600460871e-01,2.017141907112952603e-01,2.148937821210084032e-01
4.488544365823120552e-01,2.627427165609415027e-01,2.037942503285899987e-01
3.575469148726184709e-02,6.493138371640095885e-01,1.711795026007981169e-01
6.222746773743349502e-01,8.528658014815635457e-01,1.783455372232508329e-01
8.140456703595804200e-01,9.167440167973994747e-03,2.195494099715272485e-01
6.586021727129517389e-01,8.546374953881679115e-01,1.834017079400868666e-01
4.998835991708825421e-01,1.338539058604060195e-02,1.501767415178504317e-01
2.137924012064824630e-01,2.328732826572094128e-01,2.012111903144285785e-01
1.522313127132082222e-01,1.456696218803188447e-02,2.286986542316203630e-01
2.890025934670116259e-01,3.350283156350060132e-01,2.061769127170597071e-01
7.735488382017263742e-02,7.790897768145681468e-01,2.080355574013051934e-01
9.951015571201980991e-01,6.791822922926998851e-01,1.784890683970416503e-01
5.432295194445080355e-01,7.375286077752509772e-01,2.037704992579058294e-01
6.009706460209667256e-01,9.669386169549207821e-01,1.605949049274185136e-01
2.762693015795254503e-01,6.776949650553655280e-01,2.036052024443420760e-01
8.450344210964099156e-01,9.699739108714847680e-01,2.276142876414150029e-01
7.288366001195500932e-02,6.338447254671391029e-01,1.700979274196563473e-01
6.056557793277317359e-01,8.038343809755108538e-01,1.869318366720443825e-01
4.870444538033743553e-01,7.733400553445904935e-01,1.927179527632743306e-01
4.053402873640564730e-01,9.362640006618072608e-01,1.618626633730794184e-01
1.183771265435646924e-01,1.274621094632985008e-01,2.256127775589101825e-01
2.265244279914276904e-01,2.592488867401711028e-01,1.995732092724248619e-01
5.966948110242790149e-01,2.401100721459031861e-01,1.974506342073789611e-01
4.964846933735502787e-01,7.703440850342584412e-01,1.936276626179938287e-01
8.401734393011049962e-01,3.546383279145012279e-01,1.835994428975710191e-01
2.318797437864839051e-02,8.198053228159484229e-01,2.210086469023946898e-01
9.968813602690237419e-01,7.414442761915650548e-01,1.973139502411898893e-01
8.151404670429249766e-01,9.951009385701778953e-01,2.198884603916655966e-01
6.129591974793030529e-01,9.574068142161495931e-01,1.634236271097588566e-01
7.577328724485445921e-01,8.821788550994237310e-01,2.017928170802248955e-01
5.717090133993638634e-01,3.632826634062974458e-01,2.293997082369471641e-01
6.444109108236437677e-01,8.617730608786099422e-01,1.801097530539087777e-01
1.703595513806566153e-02,4.085258982468759070e-01,1.582737411854298060e-01
1.899251554245673379e-01,9.578104651057255392e-01,2.177844003897769776e-01
9.428285427313053413e-01,8.923702390206756929e-01,2.365069699267091374e-01
7.544617953742233096e-01,8.826263667663679646e-01,2.010373643276620603e-01
2.962524307417360170e-01,8.911183151468433650e-01,1.888969920240629041e-01
2.650789429301350086e-01,1.404087112010500293e-01,1.969942864875274813e-01
2.469506328659145655e-01,1.596820287393990734e-01,2.005148985305605924e-01
5.814430132303161081e-01,5.988750054648883658e-02,1.594549303169682242e-01
4.755769859587084536e-01,7.885465973539240725e-01,1.881491880682499840e-01
4.638096399953639537e-01,9.667759089519794014e-01,1.523446565076357340e-01
3.089704224493727835e-03,3.268472860193465390e-01,1.767893015216538133e-01
5.854384758666582034e-01,8.006050197076763908e-02,1.623557627333958586e-01
5.796200899620985725e-01,1.227779263005085442e-01,1.685472191450408941e-01
9.255855331699411881e-01,7.551253922469597368e-01,2.014371205669917009e-01
9.979970939612922143e-01,4.442901915491938025e-01,1.530356844965948260e-01
1.314648416979071754e-01,6.591398487284192420e-01,1.816862105916759451e-01
1.476107702256024279e-02,7.609547926677979746e-01,2.034240530545289860e-01
4.570025425447979961e-01,2.467317210642661074e-02,1.523914783060484612e-01
8.315274384714109734e-01,2.880735246329479970e-03,2.245030571949016007e-01
4.592801369065174777e-01,5.685137515313873902e-01,2.439590970520196245e-01
4.118765183752879366e-01,3.125851198546308884e-01,2.162962850948912941e-01
8.826657696405320053e-01,9.938374260891473799e-01,2.369888381483133410e-01
6.972206260454227866e-02,7.673782634416120851e-01,2.049341752566532227e-01
5.556670226754689690e-02,4.364408825912190482e-01,1.567135767224617782e-01
5.603360557951535537e-01,3.865447565228513627e-01,2.351390523520237585e-01
5.816122735782673914e-01,4.342709477293622555e-01,2.399060396112156768e-01
6.737053511939361528e-02,4.078960964086677521e-01,1.618359741094682336e-01
4.256745734362006317e-01,6.330233633988013864e-02,1.588390026552894407e-01
3.751179044339425506e-02,9.426376973861253505e-01,2.454939240457505722e-01
2.500586932568993337e-01,2.005666836903922112e-01,1.999943645026409089e-01
3.038712878545697382e-01,5.741421836266136225e-02,1.844658107098725852e-01
1.168370152697794095e-01,5.386595341241952051e-01,1.639683499538538147e-01
4.172776274741072378e-01,7.260854271212854316e-01,2.064962978467947685e-01
3.463059477772660877e-01,2.729727482792716486e-01,2.040912144293574315e-01
3.980381031092528055e-01,9.370891749515707358e-01,1.630055425934314739e-01
4.694122346173518201e-01,2.789473638208743722e-01,2.088775116518675201e-01
1.893854022614840371e-01,6.752002710659410489e-02,2.169380257301093962e-01
2.129438628099092901e-01,9.130501888205810879e-02,2.096896864317808473e-01
3.519065743455056516e-01,7.515194361864896422e-02,1.733970638758502991e-01
4.465427722871945226e-01,4.044803068681501745e-02,1.543102885021376547e-01
7.480278885219312501e-01,9.582704522072070796e-01,1.994016325166446668e-01
2.815105036627574275e-01,8.374575259640260061e-02,1.914956102768286261e-01
6.228740334591983396e-01,2.267909746218907951e-01,1.947943391451417983e-01
9.682128252664164991e-01,1.911554908439730971e-01,2.177090549352092008e-01
8.869465391169616408e-01,8.616333634986639289e-01,2.244613997395443483e-01
6.162841450764811047e-01,9.560648433576623972e-01,1.641723130872108638e-01
4.352827081454146985e-01,1.735673716756293006e-01,1.787839560893125790e-01
4.963871964525889968e-01,1.074075375500563867e-01,1.609703820802850238e-01
9.813034064895198583e-01,8.374097985008505107e-01,2.259208716628519908e-01
1.975046233356583247e-01,2.265394992094776905e-01,2.023785412353309998e-01
5.845225657215138426e-01,9.744757913379450409e-01,1.574399818060915890e-01
3.650056020643724919e-01,1.883750070593922521e-01,1.875139883777210137e-01
2.182547404315255957e-01,9.115490398048214926e-01,2.084160851914365342e-01
8.158549370415979496e-02,8.685066317248224532e-01,2.295285613124054269e-01
5.036980602678575725e-02,9.563445984142903145e-01,2.457404478321187358e-01
7.528206211627985756e-02,4.833623732692993169e-02,2.424730199793257435e-01
8.750741344658605758e-01,9.656320108107707689e-01,2.345503049636584736e-01
3.325427743877737985e-01,3.625639824227964159e-01,2.161038886464514697e-01
1.930193392683148268e-01,8.048894844559595363e-02,2.153277880152444368e-01
2.321320834711196879e-01,6.587703497118032603e-01,1.969620681741252877e-01
3.775219995449853316e-01,7.822818487186601333e-01,1.927658871905184590e-01
2.839626349608640465e-01,1.325978180264663076e-01,1.928783638004223644e-01
6.494753892032216758e-01,9.486503628436594449e-01,1.720008643450325891e-01
3.643749405872322988e-01,3.374140937536649343e-01,2.171844767893168771e-01
5.005963850771233403e-03,9.497513229627564391e-01,2.475051175903550948e-01
6.912407882119614433e-01,1.996329876341295106e-01,1.943847755658384968e-01
2.015027859052053172e-01,6.749873611614188862e-01,1.931885542740552630e-01
7.104338807197490002e-01,9.229375510465583909e-01,1.891117561523840973e-01
1.349884317931655531e-01,2.912284070584982842e-01,1.915292778725997958e-01
